code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,date_registration,module_presentation_length,average_score,min_score,max_score,assessments_submitted,average_submission_date,average_assessment_weight,assessment_type_diversity,total_resource_clicks,average_resource_clicks,first_used,last_used,resources_used,interaction_duration,days_registered
EEE,2014B,622609,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,30,False,-93.0,241,81.5,71.0,92.0,2.0,49.0,22.0,1.0,477.0,3.359154929577465,-1.0,78.0,26.0,79.0,179.0
EEE,2014B,622812,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,30,True,-40.0,241,89.5,87.0,92.0,2.0,46.5,22.0,1.0,839.0,3.866359447004608,-11.0,86.0,31.0,97.0,126.0
EEE,2014B,622948,M,North Region,A Level or Equivalent,30-40%,0-35,0,60,False,-24.0,241,93.5,92.0,95.0,2.0,46.5,22.0,1.0,477.0,3.267123287671233,-18.0,67.0,27.0,85.0,110.0
EEE,2014B,623079,M,South West Region,Lower Than A Level,50-60%,0-35,0,30,False,-88.0,241,95.5,94.0,97.0,2.0,50.0,22.0,1.0,1314.0,5.7631578947368425,-18.0,81.0,27.0,99.0,174.0
EEE,2014B,623100,M,London Region,A Level or Equivalent,40-50%,0-35,0,30,False,-96.0,241,87.5,82.0,93.0,2.0,46.5,22.0,1.0,1535.0,4.240331491712707,-18.0,81.0,40.0,99.0,182.0
EEE,2014B,623105,M,North Western Region,Lower Than A Level,60-70%,0-35,0,30,False,-96.0,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,2.5833333333333335,-4.0,27.0,8.0,31.0,182.0
EEE,2014B,623111,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,120,True,-96.0,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0
EEE,2014B,623115,M,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,False,-43.0,241,81.0,74.0,88.0,2.0,48.0,22.0,1.0,686.0,6.7254901960784315,-18.0,83.0,18.0,101.0,129.0
EEE,2014B,623184,F,South West Region,A Level or Equivalent,80-90%,0-35,0,60,False,-93.0,241,97.0,97.0,97.0,1.0,32.0,16.0,1.0,343.0,4.573333333333333,6.0,50.0,20.0,44.0,179.0
EEE,2014B,623250,M,East Anglian Region,A Level or Equivalent,10-20,0-35,0,60,False,-53.0,241,93.5,91.0,96.0,2.0,50.5,22.0,1.0,696.0,3.9322033898305087,-18.0,74.0,28.0,92.0,139.0
EEE,2014B,623421,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,False,-95.0,241,82.5,75.0,90.0,2.0,50.0,22.0,1.0,335.0,3.681318681318681,-16.0,85.0,26.0,101.0,181.0
EEE,2014B,623562,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,True,-92.0,241,89.0,85.0,93.0,2.0,45.5,22.0,1.0,418.0,3.265625,-17.0,85.0,28.0,102.0,178.0
EEE,2014B,623609,M,North Western Region,Lower Than A Level,50-60%,35-55,0,60,False,-92.0,241,54.0,54.0,54.0,1.0,32.0,16.0,1.0,273.0,5.150943396226415,-13.0,66.0,19.0,79.0,178.0
EEE,2014B,623667,M,South East Region,A Level or Equivalent,30-40%,0-35,0,60,False,-82.0,241,97.5,97.0,98.0,2.0,48.5,22.0,1.0,592.0,3.6319018404907975,-4.0,81.0,23.0,85.0,168.0
EEE,2014B,623738,M,London Region,A Level or Equivalent,20-30%,35-55,0,90,False,-59.0,241,87.0,82.0,92.0,2.0,50.0,22.0,1.0,1356.0,4.490066225165563,-18.0,85.0,36.0,103.0,145.0
EEE,2014B,623780,M,Scotland,Lower Than A Level,70-80%,0-35,0,60,False,-68.0,241,85.0,83.0,87.0,2.0,46.0,22.0,1.0,739.0,3.9945945945945946,-15.0,82.0,28.0,97.0,154.0
EEE,2014B,623797,F,North Region,Lower Than A Level,0-10%,35-55,0,60,False,-80.0,241,72.0,59.0,85.0,2.0,48.5,22.0,1.0,2905.0,5.481132075471698,-16.0,86.0,47.0,102.0,166.0
EEE,2014B,623864,F,London Region,A Level or Equivalent,30-40%,0-35,0,60,False,-51.0,241,82.0,78.0,86.0,2.0,49.0,22.0,1.0,783.0,3.5112107623318387,-18.0,70.0,28.0,88.0,137.0
EEE,2014B,623940,M,Wales,A Level or Equivalent,20-30%,0-35,0,60,False,-82.0,241,68.0,48.0,88.0,2.0,57.5,22.0,1.0,844.0,4.3061224489795915,-18.0,82.0,30.0,100.0,168.0
EEE,2014B,624034,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,30,False,-80.0,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,3.44,-18.0,10.0,20.0,28.0,166.0
EEE,2014B,624050,M,East Anglian Region,Lower Than A Level,50-60%,0-35,0,30,False,-89.0,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1.5333333333333334,-7.0,1.0,7.0,8.0,175.0
EEE,2014B,624092,M,South East Region,Lower Than A Level,70-80%,0-35,0,30,False,-28.0,241,94.5,93.0,96.0,2.0,47.0,22.0,1.0,269.0,5.723404255319149,16.0,65.0,15.0,49.0,114.0
EEE,2014B,624126,M,South Region,Lower Than A Level,90-100%,0-35,0,60,False,-89.0,241,94.0,94.0,94.0,1.0,23.0,16.0,1.0,679.0,6.0625,-18.0,49.0,23.0,67.0,175.0
EEE,2014B,624153,M,West Midlands Region,Lower Than A Level,80-90%,0-35,0,60,False,-75.0,241,87.5,79.0,96.0,2.0,49.5,22.0,1.0,432.0,3.857142857142857,-8.0,75.0,19.0,83.0,161.0
EEE,2014B,624266,F,South East Region,A Level or Equivalent,40-50%,0-35,0,120,False,-28.0,241,49.0,49.0,49.0,1.0,33.0,16.0,1.0,101.0,3.0606060606060606,-18.0,58.0,10.0,76.0,114.0
EEE,2014B,624384,M,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,30,False,-22.0,241,63.0,63.0,63.0,1.0,41.0,16.0,1.0,48.0,2.2857142857142856,5.0,62.0,13.0,57.0,108.0
EEE,2014B,624441,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,False,-10.0,241,89.0,85.0,93.0,2.0,48.0,22.0,1.0,258.0,4.229508196721311,-5.0,68.0,13.0,73.0,96.0
EEE,2014B,624469,M,Yorkshire Region,Lower Than A Level,70-80%,35-55,0,30,False,-22.0,241,98.0,98.0,98.0,1.0,33.0,16.0,1.0,718.0,5.240875912408759,-10.0,86.0,27.0,96.0,108.0
EEE,2014B,624782,F,East Anglian Region,Lower Than A Level,30-40%,0-35,0,60,False,-66.0,241,73.5,59.0,88.0,2.0,50.5,22.0,1.0,407.0,3.6339285714285716,-12.0,78.0,16.0,90.0,152.0
EEE,2014B,625067,M,West Midlands Region,HE Qualification,90-100%,0-35,0,30,False,-68.0,241,90.0,87.0,93.0,2.0,50.0,22.0,1.0,955.0,5.650887573964497,-18.0,81.0,28.0,99.0,154.0
EEE,2014B,625121,M,South East Region,Lower Than A Level,70-80%,0-35,0,60,False,-22.0,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,3.3333333333333335,-18.0,10.0,8.0,28.0,108.0
EEE,2014B,625126,M,North Western Region,Lower Than A Level,80-90%,0-35,0,60,False,-29.0,241,80.0,67.0,93.0,2.0,49.0,22.0,1.0,998.0,4.729857819905213,-18.0,73.0,35.0,91.0,115.0
EEE,2014B,625174,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,False,-65.0,241,92.5,89.0,96.0,2.0,50.0,22.0,1.0,1001.0,3.9565217391304346,-18.0,86.0,32.0,104.0,151.0
EEE,2014B,625207,M,West Midlands Region,HE Qualification,0-10%,0-35,0,60,False,-52.0,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0
EEE,2014B,625213,M,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,60,False,-82.0,241,79.5,76.0,83.0,2.0,50.5,22.0,1.0,666.0,4.7913669064748206,-18.0,83.0,27.0,101.0,168.0
EEE,2014B,625476,M,North Western Region,Lower Than A Level,60-70%,0-35,0,60,False,-80.0,241,91.0,89.0,93.0,2.0,50.0,22.0,1.0,1538.0,3.314655172413793,-18.0,86.0,31.0,104.0,166.0
EEE,2014B,625527,M,North Region,A Level or Equivalent,70-80%,0-35,0,60,False,-72.0,241,82.5,81.0,84.0,2.0,50.5,22.0,1.0,1667.0,6.668,-18.0,82.0,32.0,100.0,158.0
EEE,2014B,625541,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,30,False,-75.0,241,92.0,90.0,94.0,2.0,49.5,22.0,1.0,1269.0,3.2372448979591835,-18.0,86.0,35.0,104.0,161.0
EEE,2014B,625740,M,North Western Region,HE Qualification,30-40%,0-35,0,60,False,-52.0,241,84.5,80.0,89.0,2.0,49.5,22.0,1.0,402.0,2.9130434782608696,-4.0,78.0,23.0,82.0,138.0
EEE,2014B,625774,M,Scotland,Lower Than A Level,0-10%,35-55,0,60,False,-51.0,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0
EEE,2014B,625785,M,Scotland,A Level or Equivalent,90-100%,0-35,0,90,False,-80.0,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,3.0588235294117645,-15.0,30.0,5.0,45.0,166.0
EEE,2014B,625790,M,South Region,Lower Than A Level,70-80%,0-35,0,60,False,-79.0,241,66.5,66.0,67.0,2.0,48.0,22.0,1.0,951.0,3.17,-17.0,84.0,25.0,101.0,165.0
EEE,2014B,625841,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,False,-78.0,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,417.0,4.255102040816326,-18.0,47.0,18.0,65.0,164.0
EEE,2014B,625861,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,False,-22.0,241,89.5,86.0,93.0,2.0,49.5,22.0,1.0,1584.0,3.1743486973947896,-16.0,84.0,53.0,100.0,108.0
EEE,2014B,625884,M,South West Region,A Level or Equivalent,40-50%,0-35,0,60,False,-80.0,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,4.428571428571429,10.0,19.0,21.0,9.0,166.0
EEE,2014B,625901,M,Yorkshire Region,Lower Than A Level,40-50%,35-55,0,30,False,-28.0,241,27.0,27.0,27.0,1.0,54.0,16.0,1.0,319.0,4.6231884057971016,4.0,55.0,22.0,51.0,114.0
EEE,2014B,625950,M,East Midlands Region,Lower Than A Level,20-30%,0-35,0,60,False,-75.0,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,2.263157894736842,-5.0,8.0,9.0,13.0,161.0
EEE,2014B,625953,M,London Region,HE Qualification,10-20,35-55,0,90,False,-15.0,241,88.0,86.0,90.0,2.0,56.0,22.0,1.0,1139.0,4.234200743494424,-12.0,86.0,42.0,98.0,101.0
EEE,2014B,625975,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,True,-75.0,241,73.0,73.0,73.0,1.0,33.0,16.0,1.0,334.0,2.9043478260869566,-18.0,51.0,26.0,69.0,161.0
EEE,2014B,626022,F,East Midlands Region,Lower Than A Level,40-50%,0-35,0,30,False,-59.0,241,84.5,79.0,90.0,2.0,46.5,22.0,1.0,1513.0,3.9711286089238844,-18.0,84.0,41.0,102.0,145.0
EEE,2014B,626055,F,Scotland,HE Qualification,10-20,0-35,0,90,False,-22.0,241,61.0,61.0,61.0,1.0,32.0,16.0,1.0,905.0,3.3895131086142323,-10.0,81.0,32.0,91.0,108.0
EEE,2014B,626183,M,East Anglian Region,Lower Than A Level,0-10%,0-35,0,60,False,-78.0,241,63.0,47.0,79.0,2.0,49.5,22.0,1.0,351.0,3.407766990291262,-18.0,75.0,13.0,93.0,164.0
EEE,2014B,626296,M,South Region,Lower Than A Level,80-90%,0-35,0,90,False,-74.0,241,93.5,92.0,95.0,2.0,49.5,22.0,1.0,535.0,2.9722222222222223,-18.0,85.0,25.0,103.0,160.0
EEE,2014B,626407,M,South East Region,Lower Than A Level,20-30%,0-35,0,60,False,-69.0,241,87.0,80.0,94.0,2.0,48.5,22.0,1.0,1259.0,4.210702341137123,-16.0,84.0,35.0,100.0,155.0
EEE,2014B,626444,M,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,60,False,-61.0,241,61.0,61.0,61.0,1.0,32.0,16.0,1.0,286.0,3.0105263157894737,2.0,53.0,21.0,51.0,147.0
EEE,2014B,626494,M,Scotland,A Level or Equivalent,50-60%,0-35,0,60,False,-74.0,241,76.0,76.0,76.0,1.0,33.0,16.0,1.0,345.0,3.080357142857143,-15.0,72.0,25.0,87.0,160.0
EEE,2014B,626516,M,East Midlands Region,Lower Than A Level,60-70%,35-55,0,60,False,-75.0,241,53.5,50.0,57.0,2.0,50.5,22.0,1.0,711.0,3.6649484536082473,-16.0,86.0,32.0,102.0,161.0
EEE,2014B,626519,M,London Region,A Level or Equivalent,70-80%,0-35,0,30,False,-75.0,241,88.5,87.0,90.0,2.0,49.5,22.0,1.0,1018.0,4.691244239631336,-10.0,86.0,28.0,96.0,161.0
EEE,2014B,626625,M,Scotland,A Level or Equivalent,50-60%,0-35,0,90,False,-40.0,241,89.5,85.0,94.0,2.0,54.0,22.0,1.0,889.0,5.926666666666667,-9.0,80.0,28.0,89.0,126.0
EEE,2014B,626714,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,False,-74.0,241,87.5,82.0,93.0,2.0,49.5,22.0,1.0,308.0,3.802469135802469,-18.0,80.0,21.0,98.0,160.0
EEE,2014B,626749,M,London Region,A Level or Equivalent,20-30%,0-35,0,30,False,-73.0,241,83.5,74.0,93.0,2.0,49.5,22.0,1.0,280.0,4.0,-4.0,67.0,22.0,71.0,159.0
EEE,2014B,626753,M,North Region,A Level or Equivalent,0-10%,0-35,0,30,False,-74.0,241,79.5,67.0,92.0,2.0,50.0,22.0,1.0,683.0,3.925287356321839,-17.0,81.0,25.0,98.0,160.0
EEE,2014B,626768,M,London Region,A Level or Equivalent,40-50%,35-55,0,30,True,-57.0,241,75.5,75.0,76.0,2.0,49.5,22.0,1.0,1061.0,3.513245033112583,11.0,73.0,38.0,62.0,143.0
EEE,2014B,626772,M,London Region,Lower Than A Level,70-80%,0-35,0,60,False,-65.0,241,76.0,74.0,78.0,2.0,50.5,22.0,1.0,580.0,3.918918918918919,-18.0,74.0,26.0,92.0,151.0
EEE,2014B,626789,M,South West Region,Lower Than A Level,40-50%,0-35,0,30,False,-65.0,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0
EEE,2014B,626877,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,False,-62.0,241,96.0,96.0,96.0,2.0,50.5,22.0,1.0,414.0,3.112781954887218,-18.0,76.0,27.0,94.0,148.0
EEE,2014B,626906,M,South Region,Lower Than A Level,90-100%,0-35,0,60,False,-57.0,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,5.282051282051282,-18.0,17.0,16.0,35.0,143.0
EEE,2014B,626998,M,Yorkshire Region,HE Qualification,30-40%,0-35,0,60,False,-28.0,241,87.0,75.0,99.0,2.0,50.5,22.0,1.0,324.0,3.176470588235294,-2.0,68.0,23.0,70.0,114.0
EEE,2014B,627160,F,London Region,Lower Than A Level,10-20,0-35,0,120,False,-72.0,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,-14.0,-1.0,5.0,13.0,158.0
EEE,2014B,627168,M,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,False,-69.0,241,94.0,94.0,94.0,1.0,31.0,16.0,1.0,471.0,4.90625,3.0,42.0,18.0,39.0,155.0
EEE,2014B,627290,M,South East Region,Lower Than A Level,80-90%,0-35,0,30,False,-17.0,241,50.5,50.0,51.0,2.0,50.0,22.0,1.0,467.0,4.968085106382978,-11.0,80.0,23.0,91.0,103.0
EEE,2014B,627387,M,West Midlands Region,HE Qualification,50-60%,0-35,0,60,False,-40.0,241,96.0,95.0,97.0,2.0,51.0,22.0,1.0,310.0,4.428571428571429,6.0,74.0,16.0,68.0,126.0
EEE,2014B,627390,M,North Western Region,Lower Than A Level,30-40%,0-35,0,60,False,-29.0,241,92.0,92.0,92.0,1.0,22.0,16.0,1.0,666.0,6.166666666666667,-18.0,38.0,22.0,56.0,115.0
EEE,2014B,627399,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,False,-66.0,241,94.5,92.0,97.0,2.0,38.5,22.0,1.0,919.0,4.084444444444444,-7.0,86.0,47.0,93.0,152.0
EEE,2014B,627401,M,London Region,HE Qualification,40-50%,0-35,0,30,False,-67.0,241,89.5,86.0,93.0,2.0,48.5,22.0,1.0,905.0,6.328671328671328,-13.0,86.0,32.0,99.0,153.0
EEE,2014B,627450,M,North Region,Lower Than A Level,20-30%,0-35,0,30,False,-25.0,241,85.5,79.0,92.0,2.0,48.5,22.0,1.0,1255.0,3.3736559139784945,-17.0,86.0,44.0,103.0,111.0
EEE,2014B,627461,M,Wales,A Level or Equivalent,50-60%,0-35,0,30,False,-71.0,241,66.0,66.0,66.0,1.0,27.0,16.0,1.0,345.0,5.390625,3.0,41.0,19.0,38.0,157.0
EEE,2014B,627471,F,Scotland,Lower Than A Level,50-60%,0-35,0,30,False,-65.0,241,95.5,93.0,98.0,2.0,50.0,22.0,1.0,676.0,5.777777777777778,-14.0,79.0,22.0,93.0,151.0
EEE,2014B,627500,M,South Region,Lower Than A Level,80-90%,0-35,0,60,False,-45.0,241,85.0,84.0,86.0,2.0,50.5,22.0,1.0,426.0,3.908256880733945,6.0,68.0,27.0,62.0,131.0
EEE,2014B,627516,M,Wales,Lower Than A Level,50-60%,35-55,0,60,False,-28.0,241,86.0,76.0,96.0,2.0,50.5,22.0,1.0,1307.0,4.2435064935064934,-18.0,86.0,32.0,104.0,114.0
EEE,2014B,627636,M,East Midlands Region,Lower Than A Level,80-90%,0-35,0,60,False,-68.0,241,79.0,78.0,80.0,2.0,50.0,22.0,1.0,1153.0,4.2234432234432235,-15.0,83.0,40.0,98.0,154.0
EEE,2014B,627711,M,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,False,-68.0,241,96.0,95.0,97.0,2.0,48.5,22.0,1.0,1075.0,3.6317567567567566,-18.0,83.0,34.0,101.0,154.0
EEE,2014B,627750,F,Scotland,HE Qualification,40-50%,0-35,0,60,False,-51.0,241,91.0,89.0,93.0,2.0,54.0,22.0,1.0,587.0,3.7151898734177213,4.0,81.0,27.0,77.0,137.0
EEE,2014B,627907,M,South Region,Lower Than A Level,10-20,0-35,0,60,False,-60.0,241,85.5,82.0,89.0,2.0,49.0,22.0,1.0,931.0,5.1722222222222225,-5.0,74.0,25.0,79.0,146.0
EEE,2014B,627961,M,Wales,Lower Than A Level,40-50%,0-35,0,30,False,-8.0,241,72.0,66.0,78.0,2.0,50.5,22.0,1.0,703.0,5.207407407407407,-8.0,76.0,24.0,84.0,94.0
EEE,2014B,628054,M,East Midlands Region,Lower Than A Level,40-50%,35-55,0,60,False,-45.0,241,82.0,80.0,84.0,2.0,58.5,22.0,1.0,923.0,6.36551724137931,8.0,83.0,30.0,75.0,131.0
EEE,2014B,628214,M,South East Region,Lower Than A Level,70-80%,0-35,0,60,False,-52.0,241,82.0,82.0,82.0,1.0,32.0,16.0,1.0,428.0,3.658119658119658,-17.0,59.0,23.0,76.0,138.0
EEE,2014B,628300,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,30,False,-66.0,241,89.5,84.0,95.0,2.0,48.5,22.0,1.0,414.0,4.451612903225806,-2.0,83.0,27.0,85.0,152.0
EEE,2014B,628366,M,Scotland,Lower Than A Level,40-50%,0-35,0,60,False,-57.0,241,88.0,88.0,88.0,1.0,47.0,16.0,1.0,180.0,4.090909090909091,-3.0,68.0,14.0,71.0,143.0
EEE,2014B,628527,M,Wales,A Level or Equivalent,30-40%,0-35,0,60,False,-44.0,241,81.0,73.0,89.0,2.0,49.5,22.0,1.0,409.0,3.5565217391304347,-18.0,83.0,27.0,101.0,130.0
EEE,2014B,628677,F,Scotland,Lower Than A Level,70-80%,35-55,0,90,False,-43.0,241,85.5,82.0,89.0,2.0,53.5,22.0,1.0,1506.0,4.577507598784194,-18.0,86.0,38.0,104.0,129.0
EEE,2014B,628686,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,90,False,-62.0,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0
EEE,2014B,628718,M,Scotland,A Level or Equivalent,60-70%,0-35,0,90,True,-45.0,241,69.5,63.0,76.0,2.0,49.0,22.0,1.0,509.0,3.6884057971014492,-15.0,80.0,19.0,95.0,131.0
EEE,2014B,628777,M,London Region,A Level or Equivalent,50-60%,0-35,0,30,False,-60.0,241,79.0,77.0,81.0,2.0,54.5,22.0,1.0,417.0,3.790909090909091,-11.0,76.0,27.0,87.0,146.0
EEE,2014B,628910,M,London Region,A Level or Equivalent,60-70%,0-35,0,30,False,-23.0,241,87.0,77.0,97.0,2.0,49.0,22.0,1.0,1084.0,2.8601583113456464,-14.0,86.0,41.0,100.0,109.0
EEE,2014B,628914,M,London Region,HE Qualification,30-40%,35-55,0,30,False,-60.0,241,56.0,56.0,56.0,1.0,40.0,16.0,1.0,561.0,4.315384615384615,0.0,63.0,28.0,63.0,146.0
EEE,2014B,628938,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,False,-60.0,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,5.142857142857143,-10.0,38.0,6.0,48.0,146.0
EEE,2014B,628959,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,30,False,-57.0,241,89.5,89.0,90.0,2.0,48.5,22.0,1.0,947.0,4.619512195121951,-18.0,86.0,31.0,104.0,143.0
EEE,2014B,628993,M,South Region,HE Qualification,70-80%,0-35,0,60,False,-54.0,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0
EEE,2014B,629081,M,Scotland,HE Qualification,40-50%,0-35,0,60,False,-45.0,241,83.5,83.0,84.0,2.0,50.5,22.0,1.0,242.0,4.245614035087719,-3.0,68.0,15.0,71.0,131.0
EEE,2014B,629089,M,Yorkshire Region,A Level or Equivalent,50-60%,35-55,0,60,False,-53.0,241,81.5,73.0,90.0,2.0,49.0,22.0,1.0,314.0,3.738095238095238,-16.0,82.0,28.0,98.0,139.0
EEE,2014B,629202,M,North Region,HE Qualification,40-50%,0-35,0,30,False,-17.0,241,92.0,85.0,99.0,2.0,50.0,22.0,1.0,450.0,3.6885245901639343,-12.0,82.0,23.0,94.0,103.0
EEE,2014B,629234,M,London Region,Lower Than A Level,0-10%,0-35,0,30,False,-22.0,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0
EEE,2014B,629283,M,Scotland,Lower Than A Level,10-20,35-55,0,30,False,-12.0,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,4.6455696202531644,-7.0,22.0,16.0,29.0,98.0
EEE,2014B,629342,F,Yorkshire Region,HE Qualification,30-40%,35-55,0,60,False,-43.0,241,90.0,90.0,90.0,2.0,51.0,22.0,1.0,942.0,4.149779735682819,0.0,85.0,36.0,85.0,129.0
EEE,2014B,629421,M,East Anglian Region,HE Qualification,90-100%,0-35,0,60,False,-53.0,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0
EEE,2014B,629500,M,South East Region,A Level or Equivalent,80-90%,0-35,0,60,False,-52.0,241,85.0,80.0,90.0,2.0,50.5,22.0,1.0,527.0,4.284552845528455,-10.0,75.0,28.0,85.0,138.0
EEE,2014B,629506,M,Scotland,Lower Than A Level,80-90%,0-35,0,60,False,-15.0,241,87.0,85.0,89.0,2.0,52.5,22.0,1.0,900.0,3.8297872340425534,-15.0,84.0,38.0,99.0,101.0
EEE,2014B,629601,M,Scotland,HE Qualification,50-60%,0-35,0,60,False,-28.0,241,83.0,77.0,89.0,2.0,48.5,22.0,1.0,1095.0,3.8967971530249113,-6.0,85.0,35.0,91.0,114.0
EEE,2014B,629623,M,Yorkshire Region,A Level or Equivalent,30-40%,35-55,0,60,False,-54.0,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,8.2,2.0,33.0,6.0,31.0,140.0
EEE,2014B,629627,F,South East Region,HE Qualification,80-90%,35-55,0,30,False,-54.0,241,92.0,92.0,92.0,1.0,32.0,16.0,1.0,712.0,5.435114503816794,-18.0,47.0,25.0,65.0,140.0
EEE,2014B,629628,M,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,60,False,-39.0,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,4.5,1.0,19.0,7.0,18.0,125.0
EEE,2014B,629654,F,South Region,A Level or Equivalent,30-40%,0-35,0,60,False,-41.0,241,89.5,86.0,93.0,2.0,48.0,22.0,1.0,599.0,3.966887417218543,-17.0,83.0,32.0,100.0,127.0
EEE,2014B,629753,M,Scotland,A Level or Equivalent,60-70%,35-55,0,30,False,-51.0,241,97.0,96.0,98.0,2.0,46.0,22.0,1.0,1892.0,3.471559633027523,-9.0,86.0,50.0,95.0,137.0
EEE,2014B,629765,M,London Region,Lower Than A Level,10-20,35-55,0,30,False,-54.0,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0
EEE,2014B,629887,M,North Western Region,HE Qualification,20-30%,0-35,0,60,False,-22.0,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,5.0,32.0,7.0,27.0,108.0
EEE,2014B,629893,M,South West Region,A Level or Equivalent,60-70%,0-35,0,60,False,-51.0,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0
EEE,2014B,629906,M,North Western Region,Lower Than A Level,0-10%,35-55,0,60,True,-51.0,241,41.0,31.0,51.0,2.0,52.5,22.0,1.0,1036.0,4.17741935483871,-13.0,86.0,33.0,99.0,137.0
EEE,2014B,630047,M,South East Region,Lower Than A Level,10-20,0-35,0,60,False,-45.0,241,97.0,96.0,98.0,2.0,40.5,22.0,1.0,1081.0,3.3261538461538462,-18.0,86.0,39.0,104.0,131.0
EEE,2014B,630086,M,Scotland,HE Qualification,60-70%,0-35,0,60,False,-47.0,241,92.5,91.0,94.0,2.0,49.5,22.0,1.0,633.0,3.6802325581395348,-17.0,86.0,32.0,103.0,133.0
EEE,2014B,630120,F,London Region,A Level or Equivalent,40-50%,0-35,0,30,False,-27.0,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0
EEE,2014B,630165,M,North Region,A Level or Equivalent,90-100%,0-35,0,30,False,-45.0,241,74.0,63.0,85.0,2.0,50.0,22.0,1.0,615.0,4.300699300699301,-12.0,86.0,23.0,98.0,131.0
EEE,2014B,630416,M,Scotland,A Level or Equivalent,50-60%,0-35,0,30,False,-22.0,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.375,3.0,18.0,5.0,15.0,108.0
EEE,2014B,630449,M,South West Region,A Level or Equivalent,60-70%,0-35,0,60,False,-50.0,241,95.5,94.0,97.0,2.0,47.5,22.0,1.0,601.0,3.7098765432098766,-18.0,86.0,30.0,104.0,136.0
EEE,2014B,630514,M,East Midlands Region,A Level or Equivalent,30-40%,35-55,0,60,False,-50.0,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.3333333333333335,-4.0,25.0,2.0,29.0,136.0
